"Notes"	"Residence County"	"Residence County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths
	"Macoupin County, IL"	"17117"	"65-74 years"	"65-74"	47
	"Madison County, IL"	"17119"	"35-44 years"	"35-44"	14
	"Madison County, IL"	"17119"	"45-54 years"	"45-54"	47
	"Madison County, IL"	"17119"	"55-64 years"	"55-64"	120
	"Madison County, IL"	"17119"	"65-74 years"	"65-74"	178
	"Marion County, IL"	"17121"	"55-64 years"	"55-64"	15
	"Marion County, IL"	"17121"	"65-74 years"	"65-74"	37
	"Marshall County, IL"	"17123"	"65-74 years"	"65-74"	10
	"Mason County, IL"	"17125"	"65-74 years"	"65-74"	14
	"Mercer County, IL"	"17131"	"65-74 years"	"65-74"	12
	"Montgomery County, IL"	"17135"	"55-64 years"	"55-64"	11
	"Montgomery County, IL"	"17135"	"65-74 years"	"65-74"	23
	"Morgan County, IL"	"17137"	"55-64 years"	"55-64"	17
	"Morgan County, IL"	"17137"	"65-74 years"	"65-74"	30
	"Moultrie County, IL"	"17139"	"65-74 years"	"65-74"	16
	"Ogle County, IL"	"17141"	"55-64 years"	"55-64"	21
	"Ogle County, IL"	"17141"	"65-74 years"	"65-74"	25
	"Peoria County, IL"	"17143"	"45-54 years"	"45-54"	32
	"Peoria County, IL"	"17143"	"55-64 years"	"55-64"	89
	"Peoria County, IL"	"17143"	"65-74 years"	"65-74"	106
	"Perry County, IL"	"17145"	"65-74 years"	"65-74"	13
	"Pike County, IL"	"17149"	"65-74 years"	"65-74"	21
	"Randolph County, IL"	"17157"	"55-64 years"	"55-64"	17
	"Randolph County, IL"	"17157"	"65-74 years"	"65-74"	23
	"Richland County, IL"	"17159"	"55-64 years"	"55-64"	11
	"Richland County, IL"	"17159"	"65-74 years"	"65-74"	16
	"Rock Island County, IL"	"17161"	"35-44 years"	"35-44"	10
	"Rock Island County, IL"	"17161"	"45-54 years"	"45-54"	12
	"Rock Island County, IL"	"17161"	"55-64 years"	"55-64"	45
	"Rock Island County, IL"	"17161"	"65-74 years"	"65-74"	86
	"St. Clair County, IL"	"17163"	"35-44 years"	"35-44"	23
	"St. Clair County, IL"	"17163"	"45-54 years"	"45-54"	52
	"St. Clair County, IL"	"17163"	"55-64 years"	"55-64"	114
	"St. Clair County, IL"	"17163"	"65-74 years"	"65-74"	188
	"Saline County, IL"	"17165"	"55-64 years"	"55-64"	18
	"Saline County, IL"	"17165"	"65-74 years"	"65-74"	12
	"Sangamon County, IL"	"17167"	"35-44 years"	"35-44"	16
	"Sangamon County, IL"	"17167"	"45-54 years"	"45-54"	26
	"Sangamon County, IL"	"17167"	"55-64 years"	"55-64"	77
	"Sangamon County, IL"	"17167"	"65-74 years"	"65-74"	127
	"Schuyler County, IL"	"17169"	"65-74 years"	"65-74"	12
	"Shelby County, IL"	"17173"	"55-64 years"	"55-64"	10
	"Shelby County, IL"	"17173"	"65-74 years"	"65-74"	16
	"Stephenson County, IL"	"17177"	"65-74 years"	"65-74"	39
	"Tazewell County, IL"	"17179"	"55-64 years"	"55-64"	46
	"Tazewell County, IL"	"17179"	"65-74 years"	"65-74"	82
	"Union County, IL"	"17181"	"65-74 years"	"65-74"	10
	"Vermilion County, IL"	"17183"	"55-64 years"	"55-64"	51
	"Vermilion County, IL"	"17183"	"65-74 years"	"65-74"	45
	"Wabash County, IL"	"17185"	"65-74 years"	"65-74"	12
	"Warren County, IL"	"17187"	"65-74 years"	"65-74"	11
	"Washington County, IL"	"17189"	"65-74 years"	"65-74"	14
	"Wayne County, IL"	"17191"	"65-74 years"	"65-74"	13
	"Whiteside County, IL"	"17195"	"55-64 years"	"55-64"	38
	"Whiteside County, IL"	"17195"	"65-74 years"	"65-74"	52
	"Will County, IL"	"17197"	"35-44 years"	"35-44"	20
	"Will County, IL"	"17197"	"45-54 years"	"45-54"	74
	"Will County, IL"	"17197"	"55-64 years"	"55-64"	174
	"Will County, IL"	"17197"	"65-74 years"	"65-74"	282
	"Williamson County, IL"	"17199"	"45-54 years"	"45-54"	11
	"Williamson County, IL"	"17199"	"55-64 years"	"55-64"	34
	"Williamson County, IL"	"17199"	"65-74 years"	"65-74"	48
	"Winnebago County, IL"	"17201"	"35-44 years"	"35-44"	21
	"Winnebago County, IL"	"17201"	"45-54 years"	"45-54"	51
	"Winnebago County, IL"	"17201"	"55-64 years"	"55-64"	131
	"Winnebago County, IL"	"17201"	"65-74 years"	"65-74"	208
	"Woodford County, IL"	"17203"	"55-64 years"	"55-64"	10
	"Woodford County, IL"	"17203"	"65-74 years"	"65-74"	20
	"Adams County, IN"	"18001"	"65-74 years"	"65-74"	14
	"Allen County, IN"	"18003"	"35-44 years"	"35-44"	20
	"Allen County, IN"	"18003"	"45-54 years"	"45-54"	44
	"Allen County, IN"	"18003"	"55-64 years"	"55-64"	129
	"Allen County, IN"	"18003"	"65-74 years"	"65-74"	199
	"Bartholomew County, IN"	"18005"	"45-54 years"	"45-54"	14
	"Bartholomew County, IN"	"18005"	"55-64 years"	"55-64"	37
	"Bartholomew County, IN"	"18005"	"65-74 years"	"65-74"	59
	"Blackford County, IN"	"18009"	"65-74 years"	"65-74"	13
	"Boone County, IN"	"18011"	"55-64 years"	"55-64"	11
	"Boone County, IN"	"18011"	"65-74 years"	"65-74"	29
	"Brown County, IN"	"18013"	"65-74 years"	"65-74"	14
	"Cass County, IN"	"18017"	"55-64 years"	"55-64"	17
	"Cass County, IN"	"18017"	"65-74 years"	"65-74"	24
	"Clark County, IN"	"18019"	"45-54 years"	"45-54"	22
	"Clark County, IN"	"18019"	"55-64 years"	"55-64"	59
	"Clark County, IN"	"18019"	"65-74 years"	"65-74"	106
	"Clay County, IN"	"18021"	"55-64 years"	"55-64"	15
	"Clay County, IN"	"18021"	"65-74 years"	"65-74"	21
	"Clinton County, IN"	"18023"	"65-74 years"	"65-74"	17
	"Crawford County, IN"	"18025"	"65-74 years"	"65-74"	14
	"Daviess County, IN"	"18027"	"55-64 years"	"55-64"	17
	"Daviess County, IN"	"18027"	"65-74 years"	"65-74"	23
	"Dearborn County, IN"	"18029"	"55-64 years"	"55-64"	16
	"Dearborn County, IN"	"18029"	"65-74 years"	"65-74"	27
	"Decatur County, IN"	"18031"	"55-64 years"	"55-64"	16
	"Decatur County, IN"	"18031"	"65-74 years"	"65-74"	20
	"De Kalb County, IN"	"18033"	"55-64 years"	"55-64"	16
	"De Kalb County, IN"	"18033"	"65-74 years"	"65-74"	29
	"Delaware County, IN"	"18035"	"45-54 years"	"45-54"	19
	"Delaware County, IN"	"18035"	"55-64 years"	"55-64"	41
	"Delaware County, IN"	"18035"	"65-74 years"	"65-74"	94
	"Dubois County, IN"	"18037"	"55-64 years"	"55-64"	19
	"Dubois County, IN"	"18037"	"65-74 years"	"65-74"	30
	"Elkhart County, IN"	"18039"	"35-44 years"	"35-44"	15
	"Elkhart County, IN"	"18039"	"45-54 years"	"45-54"	28
	"Elkhart County, IN"	"18039"	"55-64 years"	"55-64"	62
	"Elkhart County, IN"	"18039"	"65-74 years"	"65-74"	115
	"Fayette County, IN"	"18041"	"65-74 years"	"65-74"	31
	"Floyd County, IN"	"18043"	"45-54 years"	"45-54"	12
	"Floyd County, IN"	"18043"	"55-64 years"	"55-64"	23
	"Floyd County, IN"	"18043"	"65-74 years"	"65-74"	51
	"Fountain County, IN"	"18045"	"55-64 years"	"55-64"	11
	"Franklin County, IN"	"18047"	"65-74 years"	"65-74"	11
	"Fulton County, IN"	"18049"	"65-74 years"	"65-74"	18
	"Gibson County, IN"	"18051"	"55-64 years"	"55-64"	20
	"Gibson County, IN"	"18051"	"65-74 years"	"65-74"	21
	"Grant County, IN"	"18053"	"45-54 years"	"45-54"	12
	"Grant County, IN"	"18053"	"55-64 years"	"55-64"	29
	"Grant County, IN"	"18053"	"65-74 years"	"65-74"	36
	"Greene County, IN"	"18055"	"55-64 years"	"55-64"	17
	"Greene County, IN"	"18055"	"65-74 years"	"65-74"	22
	"Hamilton County, IN"	"18057"	"35-44 years"	"35-44"	13
	"Hamilton County, IN"	"18057"	"45-54 years"	"45-54"	22
	"Hamilton County, IN"	"18057"	"55-64 years"	"55-64"	40
	"Hamilton County, IN"	"18057"	"65-74 years"	"65-74"	107
	"Hancock County, IN"	"18059"	"55-64 years"	"55-64"	23
	"Hancock County, IN"	"18059"	"65-74 years"	"65-74"	34
	"Harrison County, IN"	"18061"	"55-64 years"	"55-64"	12
	"Harrison County, IN"	"18061"	"65-74 years"	"65-74"	30
	"Hendricks County, IN"	"18063"	"45-54 years"	"45-54"	15
	"Hendricks County, IN"	"18063"	"55-64 years"	"55-64"	25
	"Hendricks County, IN"	"18063"	"65-74 years"	"65-74"	50
	"Henry County, IN"	"18065"	"55-64 years"	"55-64"	26
	"Henry County, IN"	"18065"	"65-74 years"	"65-74"	40
	"Howard County, IN"	"18067"	"45-54 years"	"45-54"	14
	"Howard County, IN"	"18067"	"55-64 years"	"55-64"	33
	"Howard County, IN"	"18067"	"65-74 years"	"65-74"	59
	"Huntington County, IN"	"18069"	"45-54 years"	"45-54"	14
	"Huntington County, IN"	"18069"	"55-64 years"	"55-64"	14
	"Huntington County, IN"	"18069"	"65-74 years"	"65-74"	25
	"Jackson County, IN"	"18071"	"55-64 years"	"55-64"	16
	"Jackson County, IN"	"18071"	"65-74 years"	"65-74"	33
	"Jasper County, IN"	"18073"	"55-64 years"	"55-64"	11
	"Jasper County, IN"	"18073"	"65-74 years"	"65-74"	30
	"Jay County, IN"	"18075"	"65-74 years"	"65-74"	13
	"Jefferson County, IN"	"18077"	"55-64 years"	"55-64"	15
	"Jefferson County, IN"	"18077"	"65-74 years"	"65-74"	18
	"Jennings County, IN"	"18079"	"55-64 years"	"55-64"	14
	"Jennings County, IN"	"18079"	"65-74 years"	"65-74"	18
	"Johnson County, IN"	"18081"	"45-54 years"	"45-54"	30
	"Johnson County, IN"	"18081"	"55-64 years"	"55-64"	53
	"Johnson County, IN"	"18081"	"65-74 years"	"65-74"	89
	"Knox County, IN"	"18083"	"55-64 years"	"55-64"	27
	"Knox County, IN"	"18083"	"65-74 years"	"65-74"	31
	"Kosciusko County, IN"	"18085"	"45-54 years"	"45-54"	11
	"Kosciusko County, IN"	"18085"	"55-64 years"	"55-64"	35
	"Kosciusko County, IN"	"18085"	"65-74 years"	"65-74"	51
	"Lagrange County, IN"	"18087"	"55-64 years"	"55-64"	12
	"Lagrange County, IN"	"18087"	"65-74 years"	"65-74"	19
	"Lake County, IN"	"18089"	"35-44 years"	"35-44"	35
	"Lake County, IN"	"18089"	"45-54 years"	"45-54"	95
	"Lake County, IN"	"18089"	"55-64 years"	"55-64"	232
	"Lake County, IN"	"18089"	"65-74 years"	"65-74"	399
	"La Porte County, IN"	"18091"	"45-54 years"	"45-54"	21
	"La Porte County, IN"	"18091"	"55-64 years"	"55-64"	54
	"La Porte County, IN"	"18091"	"65-74 years"	"65-74"	93
	"Lawrence County, IN"	"18093"	"55-64 years"	"55-64"	17
	"Lawrence County, IN"	"18093"	"65-74 years"	"65-74"	30
	"Madison County, IN"	"18095"	"45-54 years"	"45-54"	22
	"Madison County, IN"	"18095"	"55-64 years"	"55-64"	55
	"Madison County, IN"	"18095"	"65-74 years"	"65-74"	84
	"Marion County, IN"	"18097"	"35-44 years"	"35-44"	62
	"Marion County, IN"	"18097"	"45-54 years"	"45-54"	171
	"Marion County, IN"	"18097"	"55-64 years"	"55-64"	386
	"Marion County, IN"	"18097"	"65-74 years"	"65-74"	553
	"Marshall County, IN"	"18099"	"55-64 years"	"55-64"	19
	"Marshall County, IN"	"18099"	"65-74 years"	"65-74"	24
	"Miami County, IN"	"18103"	"55-64 years"	"55-64"	23
	"Miami County, IN"	"18103"	"65-74 years"	"65-74"	20
	"Monroe County, IN"	"18105"	"45-54 years"	"45-54"	24
	"Monroe County, IN"	"18105"	"55-64 years"	"55-64"	40
	"Monroe County, IN"	"18105"	"65-74 years"	"65-74"	67
	"Montgomery County, IN"	"18107"	"55-64 years"	"55-64"	27
	"Montgomery County, IN"	"18107"	"65-74 years"	"65-74"	32
	"Morgan County, IN"	"18109"	"55-64 years"	"55-64"	36
	"Morgan County, IN"	"18109"	"65-74 years"	"65-74"	45
	"Newton County, IN"	"18111"	"65-74 years"	"65-74"	17
	"Noble County, IN"	"18113"	"45-54 years"	"45-54"	11
	"Noble County, IN"	"18113"	"55-64 years"	"55-64"	24
	"Noble County, IN"	"18113"	"65-74 years"	"65-74"	26
	"Orange County, IN"	"18117"	"65-74 years"	"65-74"	15
	"Owen County, IN"	"18119"	"55-64 years"	"55-64"	12
	"Owen County, IN"	"18119"	"65-74 years"	"65-74"	14
	"Parke County, IN"	"18121"	"65-74 years"	"65-74"	18
	"Perry County, IN"	"18123"	"55-64 years"	"55-64"	11
	"Perry County, IN"	"18123"	"65-74 years"	"65-74"	14
	"Pike County, IN"	"18125"	"65-74 years"	"65-74"	13
	"Porter County, IN"	"18127"	"35-44 years"	"35-44"	11
	"Porter County, IN"	"18127"	"45-54 years"	"45-54"	17
	"Porter County, IN"	"18127"	"55-64 years"	"55-64"	59
	"Porter County, IN"	"18127"	"65-74 years"	"65-74"	107
	"Posey County, IN"	"18129"	"55-64 years"	"55-64"	11
	"Posey County, IN"	"18129"	"65-74 years"	"65-74"	19
	"Putnam County, IN"	"18133"	"55-64 years"	"55-64"	11
	"Putnam County, IN"	"18133"	"65-74 years"	"65-74"	24
	"Randolph County, IN"	"18135"	"65-74 years"	"65-74"	12
	"Ripley County, IN"	"18137"	"55-64 years"	"55-64"	13
	"Ripley County, IN"	"18137"	"65-74 years"	"65-74"	15
	"Rush County, IN"	"18139"	"55-64 years"	"55-64"	12
	"Rush County, IN"	"18139"	"65-74 years"	"65-74"	10
	"St. Joseph County, IN"	"18141"	"35-44 years"	"35-44"	19
	"St. Joseph County, IN"	"18141"	"45-54 years"	"45-54"	32
	"St. Joseph County, IN"	"18141"	"55-64 years"	"55-64"	88
	"St. Joseph County, IN"	"18141"	"65-74 years"	"65-74"	159
	"Scott County, IN"	"18143"	"55-64 years"	"55-64"	21
	"Scott County, IN"	"18143"	"65-74 years"	"65-74"	28
	"Shelby County, IN"	"18145"	"55-64 years"	"55-64"	18
	"Shelby County, IN"	"18145"	"65-74 years"	"65-74"	11
	"Spencer County, IN"	"18147"	"65-74 years"	"65-74"	11
	"Starke County, IN"	"18149"	"55-64 years"	"55-64"	12
	"Starke County, IN"	"18149"	"65-74 years"	"65-74"	13
	"Steuben County, IN"	"18151"	"55-64 years"	"55-64"	12
	"Steuben County, IN"	"18151"	"65-74 years"	"65-74"	18
	"Sullivan County, IN"	"18153"	"65-74 years"	"65-74"	22
	"Tippecanoe County, IN"	"18157"	"55-64 years"	"55-64"	31
	"Tippecanoe County, IN"	"18157"	"65-74 years"	"65-74"	71
	"Vanderburgh County, IN"	"18163"	"35-44 years"	"35-44"	11
	"Vanderburgh County, IN"	"18163"	"45-54 years"	"45-54"	47
	"Vanderburgh County, IN"	"18163"	"55-64 years"	"55-64"	79
	"Vanderburgh County, IN"	"18163"	"65-74 years"	"65-74"	142
	"Vermillion County, IN"	"18165"	"65-74 years"	"65-74"	26
	"Vigo County, IN"	"18167"	"45-54 years"	"45-54"	20
	"Vigo County, IN"	"18167"	"55-64 years"	"55-64"	56
	"Vigo County, IN"	"18167"	"65-74 years"	"65-74"	91
	"Wabash County, IN"	"18169"	"65-74 years"	"65-74"	30
	"Warrick County, IN"	"18173"	"45-54 years"	"45-54"	10
	"Warrick County, IN"	"18173"	"55-64 years"	"55-64"	17
	"Warrick County, IN"	"18173"	"65-74 years"	"65-74"	27
	"Washington County, IN"	"18175"	"55-64 years"	"55-64"	17
	"Washington County, IN"	"18175"	"65-74 years"	"65-74"	26
	"Wayne County, IN"	"18177"	"55-64 years"	"55-64"	25
	"Wayne County, IN"	"18177"	"65-74 years"	"65-74"	55
	"Wells County, IN"	"18179"	"55-64 years"	"55-64"	11
	"Wells County, IN"	"18179"	"65-74 years"	"65-74"	21
	"White County, IN"	"18181"	"55-64 years"	"55-64"	12
	"White County, IN"	"18181"	"65-74 years"	"65-74"	14
	"Whitley County, IN"	"18183"	"65-74 years"	"65-74"	12
	"Appanoose County, IA"	"19007"	"65-74 years"	"65-74"	10
	"Benton County, IA"	"19011"	"65-74 years"	"65-74"	13
	"Black Hawk County, IA"	"19013"	"45-54 years"	"45-54"	23
	"Black Hawk County, IA"	"19013"	"55-64 years"	"55-64"	52
	"Black Hawk County, IA"	"19013"	"65-74 years"	"65-74"	74
	"Boone County, IA"	"19015"	"55-64 years"	"55-64"	10
	"Boone County, IA"	"19015"	"65-74 years"	"65-74"	23
	"Bremer County, IA"	"19017"	"65-74 years"	"65-74"	15
	"Butler County, IA"	"19023"	"65-74 years"	"65-74"	11
	"Calhoun County, IA"	"19025"	"65-74 years"	"65-74"	10
	"Carroll County, IA"	"19027"	"65-74 years"	"65-74"	11
	"Cass County, IA"	"19029"	"55-64 years"	"55-64"	10
	"Cass County, IA"	"19029"	"65-74 years"	"65-74"	10
	"Cedar County, IA"	"19031"	"65-74 years"	"65-74"	15
	"Cerro Gordo County, IA"	"19033"	"55-64 years"	"55-64"	19
	"Cerro Gordo County, IA"	"19033"	"65-74 years"	"65-74"	28
	"Clay County, IA"	"19041"	"65-74 years"	"65-74"	13
	"Clayton County, IA"	"19043"	"65-74 years"	"65-74"	15
	"Clinton County, IA"	"19045"	"55-64 years"	"55-64"	26
	"Clinton County, IA"	"19045"	"65-74 years"	"65-74"	51
	"Dallas County, IA"	"19049"	"55-64 years"	"55-64"	14
	"Dallas County, IA"	"19049"	"65-74 years"	"65-74"	30
	"Delaware County, IA"	"19055"	"65-74 years"	"65-74"	12
	"Des Moines County, IA"	"19057"	"55-64 years"	"55-64"	17
	"Des Moines County, IA"	"19057"	"65-74 years"	"65-74"	28
	"Dubuque County, IA"	"19061"	"45-54 years"	"45-54"	15
	"Dubuque County, IA"	"19061"	"55-64 years"	"55-64"	29
	"Dubuque County, IA"	"19061"	"65-74 years"	"65-74"	53
	"Floyd County, IA"	"19067"	"65-74 years"	"65-74"	20
	"Hardin County, IA"	"19083"	"65-74 years"	"65-74"	20
	"Henry County, IA"	"19087"	"65-74 years"	"65-74"	13
	"Iowa County, IA"	"19095"	"65-74 years"	"65-74"	10
	"Jackson County, IA"	"19097"	"65-74 years"	"65-74"	13
	"Jasper County, IA"	"19099"	"55-64 years"	"55-64"	13
	"Jasper County, IA"	"19099"	"65-74 years"	"65-74"	13
	"Jefferson County, IA"	"19101"	"65-74 years"	"65-74"	13
	"Johnson County, IA"	"19103"	"45-54 years"	"45-54"	12
	"Johnson County, IA"	"19103"	"55-64 years"	"55-64"	28
	"Johnson County, IA"	"19103"	"65-74 years"	"65-74"	69
	"Kossuth County, IA"	"19109"	"65-74 years"	"65-74"	12
	"Lee County, IA"	"19111"	"55-64 years"	"55-64"	25
	"Lee County, IA"	"19111"	"65-74 years"	"65-74"	20
	"Linn County, IA"	"19113"	"45-54 years"	"45-54"	25
	"Linn County, IA"	"19113"	"55-64 years"	"55-64"	65
	"Linn County, IA"	"19113"	"65-74 years"	"65-74"	121
	"Mahaska County, IA"	"19123"	"65-74 years"	"65-74"	19
	"Marion County, IA"	"19125"	"65-74 years"	"65-74"	15
	"Marshall County, IA"	"19127"	"55-64 years"	"55-64"	18
	"Marshall County, IA"	"19127"	"65-74 years"	"65-74"	43
	"Mills County, IA"	"19129"	"65-74 years"	"65-74"	11
	"Monona County, IA"	"19133"	"65-74 years"	"65-74"	11
	"Montgomery County, IA"	"19137"	"65-74 years"	"65-74"	10
	"Muscatine County, IA"	"19139"	"55-64 years"	"55-64"	13
	"Muscatine County, IA"	"19139"	"65-74 years"	"65-74"	36
	"Page County, IA"	"19145"	"65-74 years"	"65-74"	13
	"Plymouth County, IA"	"19149"	"65-74 years"	"65-74"	15
	"Polk County, IA"	"19153"	"35-44 years"	"35-44"	19
	"Polk County, IA"	"19153"	"45-54 years"	"45-54"	60
	"Polk County, IA"	"19153"	"55-64 years"	"55-64"	146
	"Polk County, IA"	"19153"	"65-74 years"	"65-74"	235
	"Pottawattamie County, IA"	"19155"	"45-54 years"	"45-54"	14
	"Pottawattamie County, IA"	"19155"	"55-64 years"	"55-64"	46
	"Pottawattamie County, IA"	"19155"	"65-74 years"	"65-74"	52
	"Poweshiek County, IA"	"19157"	"65-74 years"	"65-74"	15
	"Sac County, IA"	"19161"	"65-74 years"	"65-74"	13
	"Scott County, IA"	"19163"	"35-44 years"	"35-44"	10
	"Scott County, IA"	"19163"	"45-54 years"	"45-54"	24
	"Scott County, IA"	"19163"	"55-64 years"	"55-64"	79
	"Scott County, IA"	"19163"	"65-74 years"	"65-74"	129
	"Sioux County, IA"	"19167"	"65-74 years"	"65-74"	18
	"Story County, IA"	"19169"	"55-64 years"	"55-64"	28
	"Story County, IA"	"19169"	"65-74 years"	"65-74"	29
	"Tama County, IA"	"19171"	"65-74 years"	"65-74"	13
	"Union County, IA"	"19175"	"65-74 years"	"65-74"	14
	"Wapello County, IA"	"19179"	"55-64 years"	"55-64"	19
	"Wapello County, IA"	"19179"	"65-74 years"	"65-74"	24
	"Warren County, IA"	"19181"	"55-64 years"	"55-64"	15
	"Warren County, IA"	"19181"	"65-74 years"	"65-74"	26
	"Webster County, IA"	"19187"	"55-64 years"	"55-64"	19
	"Webster County, IA"	"19187"	"65-74 years"	"65-74"	19
	"Winnebago County, IA"	"19189"	"65-74 years"	"65-74"	10
	"Winneshiek County, IA"	"19191"	"65-74 years"	"65-74"	13
	"Woodbury County, IA"	"19193"	"45-54 years"	"45-54"	10
	"Woodbury County, IA"	"19193"	"55-64 years"	"55-64"	27
	"Woodbury County, IA"	"19193"	"65-74 years"	"65-74"	48
	"Allen County, KS"	"20001"	"65-74 years"	"65-74"	15
	"Atchison County, KS"	"20005"	"65-74 years"	"65-74"	11
	"Barton County, KS"	"20009"	"55-64 years"	"55-64"	11
	"Barton County, KS"	"20009"	"65-74 years"	"65-74"	22
	"Butler County, KS"	"20015"	"45-54 years"	"45-54"	10
	"Butler County, KS"	"20015"	"55-64 years"	"55-64"	17
	"Butler County, KS"	"20015"	"65-74 years"	"65-74"	52
	"Cherokee County, KS"	"20021"	"65-74 years"	"65-74"	27
	"Cloud County, KS"	"20029"	"65-74 years"	"65-74"	15
	"Coffey County, KS"	"20031"	"65-74 years"	"65-74"	11
	"Cowley County, KS"	"20035"	"55-64 years"	"55-64"	14
	"Cowley County, KS"	"20035"	"65-74 years"	"65-74"	23
	"Crawford County, KS"	"20037"	"55-64 years"	"55-64"	22
	"Crawford County, KS"	"20037"	"65-74 years"	"65-74"	28
	"Dickinson County, KS"	"20041"	"65-74 years"	"65-74"	15
	"Doniphan County, KS"	"20043"	"65-74 years"	"65-74"	10
	"Douglas County, KS"	"20045"	"45-54 years"	"45-54"	10
	"Douglas County, KS"	"20045"	"55-64 years"	"55-64"	24
	"Douglas County, KS"	"20045"	"65-74 years"	"65-74"	37
	"Ellis County, KS"	"20051"	"65-74 years"	"65-74"	16
	"Franklin County, KS"	"20059"	"55-64 years"	"55-64"	10
	"Franklin County, KS"	"20059"	"65-74 years"	"65-74"	13
	"Geary County, KS"	"20061"	"55-64 years"	"55-64"	11
	"Geary County, KS"	"20061"	"65-74 years"	"65-74"	19
	"Harvey County, KS"	"20079"	"55-64 years"	"55-64"	10
	"Harvey County, KS"	"20079"	"65-74 years"	"65-74"	19
	"Jefferson County, KS"	"20087"	"55-64 years"	"55-64"	10
	"Jefferson County, KS"	"20087"	"65-74 years"	"65-74"	14
	"Johnson County, KS"	"20091"	"35-44 years"	"35-44"	17
	"Johnson County, KS"	"20091"	"45-54 years"	"45-54"	27
	"Johnson County, KS"	"20091"	"55-64 years"	"55-64"	88
	"Johnson County, KS"	"20091"	"65-74 years"	"65-74"	187
	"Kingman County, KS"	"20095"	"65-74 years"	"65-74"	13
	"Labette County, KS"	"20099"	"65-74 years"	"65-74"	19
	"Leavenworth County, KS"	"20103"	"55-64 years"	"55-64"	36
	"Leavenworth County, KS"	"20103"	"65-74 years"	"65-74"	51
	"Linn County, KS"	"20107"	"55-64 years"	"55-64"	11
	"Linn County, KS"	"20107"	"65-74 years"	"65-74"	15
	"Lyon County, KS"	"20111"	"55-64 years"	"55-64"	12
	"Lyon County, KS"	"20111"	"65-74 years"	"65-74"	17
	"Marion County, KS"	"20115"	"65-74 years"	"65-74"	10
	"Marshall County, KS"	"20117"	"65-74 years"	"65-74"	10
	"Miami County, KS"	"20121"	"55-64 years"	"55-64"	13
	"Miami County, KS"	"20121"	"65-74 years"	"65-74"	23
	"Montgomery County, KS"	"20125"	"55-64 years"	"55-64"	19
	"Montgomery County, KS"	"20125"	"65-74 years"	"65-74"	31
	"Neosho County, KS"	"20133"	"65-74 years"	"65-74"	13
	"Osage County, KS"	"20139"	"65-74 years"	"65-74"	15
	"Reno County, KS"	"20155"	"55-64 years"	"55-64"	19
	"Reno County, KS"	"20155"	"65-74 years"	"65-74"	50
	"Rice County, KS"	"20159"	"65-74 years"	"65-74"	10
	"Riley County, KS"	"20161"	"55-64 years"	"55-64"	10
	"Riley County, KS"	"20161"	"65-74 years"	"65-74"	21
	"Saline County, KS"	"20169"	"55-64 years"	"55-64"	11
	"Saline County, KS"	"20169"	"65-74 years"	"65-74"	30
